sending_device_id,target_device_id,timestamp
91b9044c-9d45-431c-b663-f2c9ba697a5b,59b6d8ef-5d69-4e86-8043-f0721f0998fb,2026-04-01T09:20:37
59b6d8ef-5d69-4e86-8043-f0721f0998fb,735ca041-7b79-4311-8a50-62962f3b7a08,2026-04-01T09:30:42
69852682-30c2-460b-8d9c-f0ef050016d0,263e3da0-ef13-40d3-bf2c-c56fe8bd70c7,2026-04-01T09:36:53
08f3409e-b7a4-4cfe-9c49-7f923ab42434,cf980661-7107-4a83-b08b-0ca8a482817f,2026-04-01T10:12:44
ee5551e2-f4e7-40e4-af02-376dea216c13,d525ab88-8757-4b63-8f2d-6e9e5d7dc49d,2026-04-01T12:00:47
d84d2e01-e994-4ed4-b42c-aee6ebb676e5,6ee3cb05-3895-4fc4-a8df-df9a1d93b6d8,2026-04-01T15:26:19
15bab4a0-f6e9-4022-b78e-3af70f9a7ed1,178b6a5a-b4f7-4a17-bd77-94b14a6ef940,2026-04-01T15:38:57
36c46700-0c9a-48fb-acfc-8a86a9781c24,0051be17-a4ed-4a94-8c64-64baecef67f6,2026-04-01T17:15:03
d009fbbd-ce83-41dc-bf6e-a092cfd5b3c3,15bab4a0-f6e9-4022-b78e-3af70f9a7ed1,2026-04-01T17:26:34
89ddd145-bd25-4c45-abcc-ceb94f81324f,056cd12b-086b-46ea-9226-f060f2e79af4,2026-04-01T18:36:40
a4faa07a-2ccd-41d3-8e3f-d29bab4ca344,babe6898-594a-4879-bb39-fa566a6dbbd0,2026-04-02T02:13:23
7a4bc178-406b-4e7a-92e1-3eb392bd0dac,31816115-67be-49c5-a4fd-09b30fb7d28a,2026-04-02T08:53:43
360e2f9a-3b18-4f02-8810-9fdbc2f64c7a,c19fb94e-c676-4c0b-abd7-9039c4d54162,2026-04-02T09:52:41
0833b2cd-8eec-4f43-afc8-c9a1b4c35714,2fad2d1a-936f-4b80-8527-5f3aeffa29da,2026-04-02T12:46:38
49afcf65-4281-4015-a86f-b356f129e10a,fb6cfb2e-5ef4-4aa0-9712-817a96913dfa,2026-04-02T13:54:44
7308e119-6e6c-4c91-9ebb-aad34ddf9546,4f0fe88f-6b0e-405c-937f-d3590c987645,2026-04-02T15:12:25
8c423157-f0ad-4968-985c-16296a6c61df,0833b2cd-8eec-4f43-afc8-c9a1b4c35714,2026-04-02T15:30:29
49afcf65-4281-4015-a86f-b356f129e10a,c1a885a3-3e6d-4173-b442-53788b6f9eb5,2026-04-02T15:32:02
cb812d35-4f05-47a3-bd4c-091ab0f30bda,6d77db79-e659-4672-aa50-1c8d365ffb2a,2026-04-02T15:56:13
87a996ff-a67c-47f6-bac2-cefdc0b80184,bd96f83f-8536-4c4c-b5cc-b3f891eed8ce,2026-04-02T15:56:39
5b5f4320-8e96-4cd5-b467-c4a754792a83,5eba7508-96a1-4346-8278-d352dcab4251,2026-04-02T16:34:49
c19fb94e-c676-4c0b-abd7-9039c4d54162,7cb08b4c-7c54-4d36-a70f-dc928d5e828a,2026-04-03T06:34:02
877f1438-20a0-4eaa-8dab-0507f661ad19,0b21644a-529c-4ca7-ac3f-1bbd85c133ce,2026-04-03T07:31:42
735ca041-7b79-4311-8a50-62962f3b7a08,fcfd494f-bd7e-43d7-85f4-4c5de406db8b,2026-04-03T09:08:20
a3b1ede0-ffaa-4fa8-898d-baf99446e64e,f1ed2220-818d-494a-a06e-bb47525dbf67,2026-04-03T09:15:44
15bab4a0-f6e9-4022-b78e-3af70f9a7ed1,b1cdd0b1-568b-4a40-a179-77efdf6e09d6,2026-04-03T09:51:16
7707c427-0d8e-4b06-9d62-d792639bc60d,680e7ef3-d5a0-4cb8-8756-20e0e6020f60,2026-04-03T10:01:29
92007210-f098-44f3-a4b3-5aa0f0184fce,680e7ef3-d5a0-4cb8-8756-20e0e6020f60,2026-04-03T10:15:10
31e1e95b-d8ab-44d4-a04d-9d945e4b3c17,40680984-f074-4106-a126-2fda379ccb87,2026-04-03T10:29:29
31e1e95b-d8ab-44d4-a04d-9d945e4b3c17,388154aa-4f31-4c32-841d-558658116c4e,2026-04-03T11:42:43
a1144f51-2f43-464d-98d4-527baae0ef72,fb6cfb2e-5ef4-4aa0-9712-817a96913dfa,2026-04-03T12:15:04
77f01c62-005e-45ae-8742-0eab6ae2638f,e8da4288-f03e-42c0-9877-688ef2774053,2026-04-03T12:21:52
f0f187a0-9e0e-45e6-945a-751ca2000787,ee5a6aaa-04bc-4835-8d07-6b638d68891c,2026-04-03T12:23:46
0b4c9aed-9476-4e4e-8fae-f9c7fd09fe9e,4f0fe88f-6b0e-405c-937f-d3590c987645,2026-04-03T12:30:48
7056818e-aa7a-4cf1-b04c-8c11678753d4,96cabbb5-6d1c-4168-8646-3b5a506b153d,2026-04-03T12:53:47
2d94daf6-c6ec-4e02-9e25-7beb5378f6b2,59b6d8ef-5d69-4e86-8043-f0721f0998fb,2026-04-03T13:11:36
8fe41a80-b0b0-4346-9a57-5c33fc005700,d76fa00f-7cdc-44ec-a04f-cb840be5f98e,2026-04-03T14:15:46
896f8904-1f9d-4c6f-a7ee-a442b2056dd2,6bfb2f2e-7bf5-4cc3-9032-368f8f346741,2026-04-03T15:00:09
77348adb-f0ea-44ae-a0b5-50902eaa26de,178b6a5a-b4f7-4a17-bd77-94b14a6ef940,2026-04-03T15:13:31
7a4bc178-406b-4e7a-92e1-3eb392bd0dac,5a8b04bd-439d-465e-b2d6-e81278bf6e47,2026-04-03T16:02:19
304f3b7b-b0a5-4c29-b658-0a3269fd4b2a,7de72835-a7b6-4a32-930d-e79c08244a59,2026-04-03T23:13:53
84dd61e8-a96f-4c00-86bf-6bb7fdea31a3,6305589b-a774-43fb-a888-491f6eb6ab0f,2026-04-04T06:16:55
409360e1-31dd-43cf-87ee-c16a2e454f7b,a1619c9b-db97-465a-9766-6b01f94261bc,2026-04-04T07:21:56
49afcf65-4281-4015-a86f-b356f129e10a,0628cf8d-ab5a-41d2-ba3e-36eace6cbd7a,2026-04-04T07:49:14
55484416-67d3-4844-a752-bccccac3a523,84dd61e8-a96f-4c00-86bf-6bb7fdea31a3,2026-04-04T07:55:25
87a996ff-a67c-47f6-bac2-cefdc0b80184,e33a325a-d456-4e7b-9bdb-1c3542068048,2026-04-04T08:33:29
14c0b371-4947-42ae-b4c4-0e1a7ae1da03,7d97d148-2ea7-4a38-b944-44c9b3449a03,2026-04-04T09:04:54
96be6607-a57b-4cb6-ba12-ce3ec972bf90,e665428c-d66a-4927-898d-a512e58767b1,2026-04-04T09:37:29
693c9564-6cdd-49d4-93a0-855de278fbb7,792d6838-fce7-488b-911d-5913f8984cda,2026-04-04T09:39:08
a7922634-5573-4717-b384-5d7e50349cce,91b9044c-9d45-431c-b663-f2c9ba697a5b,2026-04-04T10:17:36
6bfb2f2e-7bf5-4cc3-9032-368f8f346741,df6d9fbe-dde0-4a00-b4d6-0e84a4673ec5,2026-04-04T10:41:24
b1cdd0b1-568b-4a40-a179-77efdf6e09d6,15920c77-a94b-400d-a7a0-4ec2db45d601,2026-04-04T10:56:21
7cb08b4c-7c54-4d36-a70f-dc928d5e828a,9ad87130-ec29-4153-b295-68942c4f3072,2026-04-04T11:59:54
6bfb2f2e-7bf5-4cc3-9032-368f8f346741,086747c9-b4ff-4fa8-aa8e-ee14e167f3d7,2026-04-04T12:13:30
a337c1ef-d094-4dda-9a05-fe1ca9769686,07b9a4ae-4510-41c8-b2e1-803405ad2e82,2026-04-04T13:41:37
680e7ef3-d5a0-4cb8-8756-20e0e6020f60,0ebe8b10-68f3-43ea-9a6c-6dd3d94efd79,2026-04-04T16:01:55
9ad87130-ec29-4153-b295-68942c4f3072,43240187-03a2-431e-b018-db65bdb41cfe,2026-04-04T16:09:49
2d94daf6-c6ec-4e02-9e25-7beb5378f6b2,5bb2a120-fe89-4072-b422-b11346899593,2026-04-04T18:10:10
735ca041-7b79-4311-8a50-62962f3b7a08,cffeec02-77ad-4d94-8aa5-bca9f0eb75f5,2026-04-04T21:19:06
b58045e8-9d4f-42d6-8bf5-08dd8c92c3db,f3691353-bd4f-48e7-a423-4f1aadd0f8cc,2026-04-05T02:02:56
b0ab08b5-272c-4b17-bdd4-66e5bdd51d58,59b6d8ef-5d69-4e86-8043-f0721f0998fb,2026-04-05T03:45:36
d09b7bb1-6397-43b8-9920-15cf2850b89b,6f96b16d-ae13-4754-bb9f-3a4af87ca099,2026-04-05T06:33:01
92007210-f098-44f3-a4b3-5aa0f0184fce,e9dc82a4-ddc4-4c2c-9e95-535ec495eedb,2026-04-05T06:36:11
0bba12af-150a-4009-aa13-eab88019e706,f37aa24c-930b-4ec4-bb40-039a12df2646,2026-04-05T07:03:42
8f01d853-d30f-412d-9a25-282550a00bab,07b9a4ae-4510-41c8-b2e1-803405ad2e82,2026-04-05T07:18:14
b1cdd0b1-568b-4a40-a179-77efdf6e09d6,ca53101d-e7df-4c6b-8247-a0fcc36e28b4,2026-04-05T08:20:50
7a4bc178-406b-4e7a-92e1-3eb392bd0dac,71eed40a-098e-408c-bf99-bfb43b09df9e,2026-04-05T08:52:18
d09b7bb1-6397-43b8-9920-15cf2850b89b,a8b8b9c2-c04b-4254-87f1-6463b1e55c15,2026-04-05T10:17:12
19968c4e-fb27-4fde-aef0-04821dd37ae6,98bfd71a-17c8-452c-bf01-e4e2da48957d,2026-04-05T12:33:46
7707c427-0d8e-4b06-9d62-d792639bc60d,184a7420-6ecd-45c5-baf2-c66a4ab88884,2026-04-05T13:43:03
b3b15eb2-eb60-4249-b4e5-06ea9eebdcec,f66c0d4f-2202-41a4-99b2-e63b9351742e,2026-04-05T14:23:12
125c4553-b12b-40fc-9de7-6e237dde06f2,e3e6a712-e3d4-42bf-8e87-b0d2e3cf36c2,2026-04-06T05:27:23
babe6898-594a-4879-bb39-fa566a6dbbd0,e17b48c8-7369-4cdf-aff5-34c6e5003a6d,2026-04-06T05:48:56
d09b7bb1-6397-43b8-9920-15cf2850b89b,639e0c7b-a1ec-46e8-aae1-175fa4f9ff36,2026-04-06T08:06:36
bd96f83f-8536-4c4c-b5cc-b3f891eed8ce,60ce82d6-490c-4ef3-81c3-62c91d8f9f4a,2026-04-06T09:13:36
25e9d0fc-ddb3-4ebf-be43-aa1370ecd5e3,992797a0-fc5e-4645-beb9-7085b5c82ff2,2026-04-06T09:36:54
69852682-30c2-460b-8d9c-f0ef050016d0,6bfb2f2e-7bf5-4cc3-9032-368f8f346741,2026-04-06T09:42:56
c19fb94e-c676-4c0b-abd7-9039c4d54162,a337c1ef-d094-4dda-9a05-fe1ca9769686,2026-04-06T10:28:50
deed92ac-5da9-40cb-bb00-37228651c314,a337c1ef-d094-4dda-9a05-fe1ca9769686,2026-04-06T11:33:25
2012c636-5078-4479-8d7b-d7f513862480,c4d730c7-f43c-42ea-b3f4-7a32f5401a8f,2026-04-06T11:53:42
3fa8d231-deef-41ff-9322-8f99e6ad931e,388154aa-4f31-4c32-841d-558658116c4e,2026-04-06T13:12:25
b225950d-e5bc-4a78-9ee2-1b1d6e5aa1a3,edc2115b-cb3e-4aa5-9487-dd770f3a2efc,2026-04-06T13:43:40
4b003a65-c4ae-4ce7-8159-5818e14fee59,75123381-0db0-49ba-a94c-b722086a08bd,2026-04-06T13:50:29
877f1438-20a0-4eaa-8dab-0507f661ad19,247b2861-38ce-4909-9cf6-a93bfd901a6c,2026-04-06T16:18:20
037aab6a-4425-43b2-92dd-32fc52bf4944,9eb96d23-95c9-4f59-b7de-a2d4cc380efb,2026-04-06T16:43:47
77f01c62-005e-45ae-8742-0eab6ae2638f,ed3ff872-0a5c-4d4d-9115-b7191eb1a775,2026-04-06T16:47:23
086747c9-b4ff-4fa8-aa8e-ee14e167f3d7,87a996ff-a67c-47f6-bac2-cefdc0b80184,2026-04-06T19:01:31
19968c4e-fb27-4fde-aef0-04821dd37ae6,c70c6df3-e7b8-4f57-8ebe-2ef24ed31325,2026-04-07T05:49:06
7413e02f-7635-4c9f-af5b-a526d6dad983,409360e1-31dd-43cf-87ee-c16a2e454f7b,2026-04-07T06:08:41
7ba998b1-0d9f-4363-9f1a-058f04b18f31,d09b7bb1-6397-43b8-9920-15cf2850b89b,2026-04-07T07:51:13
a62e19d0-a66d-43cb-b750-46503dbe6176,b1db69d3-1510-4a70-b133-e2bc4830a5fc,2026-04-07T08:23:58
cd73f21f-1d32-4271-b562-a70811f6cfa3,7dc2a7f1-85aa-4259-af8c-bffd0b996df2,2026-04-07T09:43:50
df6d9fbe-dde0-4a00-b4d6-0e84a4673ec5,43240187-03a2-431e-b018-db65bdb41cfe,2026-04-07T09:45:13
e665428c-d66a-4927-898d-a512e58767b1,25e9d0fc-ddb3-4ebf-be43-aa1370ecd5e3,2026-04-07T09:51:02
67bf7e31-c186-445a-8cc6-c17c4e8718d3,5bc322be-4c02-47f7-90fb-a9f1abdff947,2026-04-07T10:28:05
d8bc344b-d9a1-4fae-b56b-346374559541,f2e2c712-5fca-465a-ae0e-0e7cfbdc30ba,2026-04-07T10:48:12
60aae356-e78b-4f31-bb34-3ba95794a0e8,247b2861-38ce-4909-9cf6-a93bfd901a6c,2026-04-07T12:14:08
cc2ca58a-a2e3-4c08-88ce-4ddf29b577ea,aa91deb8-4e95-4dc9-8ffe-22c800985d18,2026-04-07T12:15:16
77348adb-f0ea-44ae-a0b5-50902eaa26de,b371b1f0-7511-4d4f-a51b-a16a340af70e,2026-04-07T12:41:22
7dc2a7f1-85aa-4259-af8c-bffd0b996df2,a4faa07a-2ccd-41d3-8e3f-d29bab4ca344,2026-04-07T13:24:19
d8bc344b-d9a1-4fae-b56b-346374559541,e44809dc-66e2-4a2a-a825-9f7c9d668f96,2026-04-07T13:49:06
3c0e484d-13b0-4e02-8016-3ba1306e488b,a781a1ce-6b47-4030-8138-fb48caab0584,2026-04-07T14:12:01
0833b2cd-8eec-4f43-afc8-c9a1b4c35714,8d047c06-3ed9-4329-b5a5-866468dda608,2026-04-07T14:22:24
8f01d853-d30f-412d-9a25-282550a00bab,a7922634-5573-4717-b384-5d7e50349cce,2026-04-07T14:54:04
178b6a5a-b4f7-4a17-bd77-94b14a6ef940,9ad87130-ec29-4153-b295-68942c4f3072,2026-04-07T18:38:11
e42f7168-5ca3-4392-b575-6ad56ea7303e,85064e25-7e19-4051-b3cd-2798dcd7a9d5,2026-04-08T02:50:51
e99142dc-1fe1-4572-b396-6bf3673726a8,3466fc6d-f835-4ea5-90ed-ee505a407cb7,2026-04-08T08:35:12
e3dbabff-d818-4c3d-a4bf-70364410fbde,c273dd66-0624-4142-8a05-08e9b2955763,2026-04-08T08:47:23
43240187-03a2-431e-b018-db65bdb41cfe,36c46700-0c9a-48fb-acfc-8a86a9781c24,2026-04-08T08:48:17
77faf55c-5b0f-478d-8a9f-6377a4315b5f,2399c6c7-2a3d-4fc0-ade3-c55a372caf81,2026-04-08T09:17:19
b98b7109-85e4-45f0-87cc-4d6d1e7984e9,b6ceae83-fce5-4c17-8e0b-9b417e84e0c0,2026-04-08T12:07:23
04a09934-753f-4eaf-ac79-3976a6d5f93f,c19fb94e-c676-4c0b-abd7-9039c4d54162,2026-04-08T12:43:24
e3e6a712-e3d4-42bf-8e87-b0d2e3cf36c2,ef2320fa-6bfe-408f-a0af-04e283dde11a,2026-04-08T13:02:31
6ec8f391-372f-4e0e-8731-35066b7006a6,31e1e95b-d8ab-44d4-a04d-9d945e4b3c17,2026-04-08T13:13:55
640ec9ee-8f11-4761-bd27-62c11542a080,4bd16619-b86a-4055-a5fd-6f333b2b613e,2026-04-08T14:44:30
8b03cc55-7a7e-439b-8d0b-ff4097c9a581,bb195791-ed24-42bc-b1ef-0512acbd7377,2026-04-08T14:45:44
8fe41a80-b0b0-4346-9a57-5c33fc005700,08f3409e-b7a4-4cfe-9c49-7f923ab42434,2026-04-08T14:57:42
a8dcd76d-d6e8-4d37-99a9-4263f540a715,df6d9fbe-dde0-4a00-b4d6-0e84a4673ec5,2026-04-09T06:00:05
d009fbbd-ce83-41dc-bf6e-a092cfd5b3c3,c505ed28-60ed-4af7-802b-1a13d074c473,2026-04-09T06:35:35
75a1bb1f-d74e-4af0-a69b-4e1fe67ba003,442d8a3c-69cc-444a-ab4c-228cb33099a6,2026-04-09T09:21:10
686b4664-814e-46e5-9eec-b9bee9be71b0,babe6898-594a-4879-bb39-fa566a6dbbd0,2026-04-09T09:50:11
8a536690-db65-4fe6-9dd5-a9d63926a5c3,99230ffe-4df0-4473-b482-e93581a7f609,2026-04-09T10:25:55
b0ab08b5-272c-4b17-bdd4-66e5bdd51d58,b225950d-e5bc-4a78-9ee2-1b1d6e5aa1a3,2026-04-09T10:57:05
7ba998b1-0d9f-4363-9f1a-058f04b18f31,6dad5449-efb0-448c-806a-048215006fb5,2026-04-09T11:57:22
263e3da0-ef13-40d3-bf2c-c56fe8bd70c7,edc2115b-cb3e-4aa5-9487-dd770f3a2efc,2026-04-09T13:50:49
d84d2e01-e994-4ed4-b42c-aee6ebb676e5,bc2d3ce6-c42e-4e7c-b042-14ff11e80332,2026-04-09T15:10:33
b58045e8-9d4f-42d6-8bf5-08dd8c92c3db,31a53b9e-044e-4fd7-9180-b70a400fcfa3,2026-04-09T16:10:04
8bbc1c4e-c5d0-4145-9e7e-7c893d8990fa,f37aa24c-930b-4ec4-bb40-039a12df2646,2026-04-09T17:29:27
f2e2c712-5fca-465a-ae0e-0e7cfbdc30ba,cd73f21f-1d32-4271-b562-a70811f6cfa3,2026-04-09T17:42:47
87a996ff-a67c-47f6-bac2-cefdc0b80184,744460b4-a79c-43ce-a0f3-e3e36f67e19b,2026-04-09T23:32:31
18190c18-4637-4f09-af55-50ee21ee8725,cf980661-7107-4a83-b08b-0ca8a482817f,2026-04-10T06:44:31
c19fb94e-c676-4c0b-abd7-9039c4d54162,7413e02f-7635-4c9f-af5b-a526d6dad983,2026-04-10T08:00:39
9eb96d23-95c9-4f59-b7de-a2d4cc380efb,011d559d-55d7-4bef-a80a-7360e7bfa42f,2026-04-10T10:07:54
037aab6a-4425-43b2-92dd-32fc52bf4944,37e724ef-a147-4f4a-9af4-6627e98b6e89,2026-04-10T12:41:18
e276f170-e719-46be-8ad6-83e8a460dabf,19968c4e-fb27-4fde-aef0-04821dd37ae6,2026-04-10T13:22:12
efe2bd50-4658-487d-a731-55814b0506bc,4d721911-c0b4-4acf-ae3e-597cd1916755,2026-04-10T13:24:19
7de72835-a7b6-4a32-930d-e79c08244a59,388154aa-4f31-4c32-841d-558658116c4e,2026-04-10T15:43:13
7a21cb8a-d4ac-4654-8e24-d73988bf131e,263e3da0-ef13-40d3-bf2c-c56fe8bd70c7,2026-04-10T16:02:14
7ba998b1-0d9f-4363-9f1a-058f04b18f31,f6979682-20b9-4976-9827-3138e0d396b7,2026-04-10T16:21:54
9989c4d4-9b14-4f95-8129-77be4524592e,304f3b7b-b0a5-4c29-b658-0a3269fd4b2a,2026-04-11T08:04:12
686b4664-814e-46e5-9eec-b9bee9be71b0,1e32cb74-c797-4ecc-acff-daab00cba029,2026-04-11T08:26:59
e959e9a7-afb5-457a-812b-6fd39d12164b,6d77db79-e659-4672-aa50-1c8d365ffb2a,2026-04-11T08:37:58
7308e119-6e6c-4c91-9ebb-aad34ddf9546,7a4bc178-406b-4e7a-92e1-3eb392bd0dac,2026-04-11T09:13:12
d8bc344b-d9a1-4fae-b56b-346374559541,0f2dbf10-fbbe-4a42-87fb-82703a012f53,2026-04-11T10:39:39
7de72835-a7b6-4a32-930d-e79c08244a59,4f0fe88f-6b0e-405c-937f-d3590c987645,2026-04-11T13:26:59
deed92ac-5da9-40cb-bb00-37228651c314,5eba7508-96a1-4346-8278-d352dcab4251,2026-04-11T13:36:14
a0c49886-7fd1-4c2b-90e1-af6a06c60ad5,1d3e8de3-62ee-4043-afa7-74de9c737292,2026-04-11T15:25:48
55484416-67d3-4844-a752-bccccac3a523,c4d730c7-f43c-42ea-b3f4-7a32f5401a8f,2026-04-11T19:18:33
7a4bc178-406b-4e7a-92e1-3eb392bd0dac,2399c6c7-2a3d-4fc0-ade3-c55a372caf81,2026-04-12T02:15:45
99230ffe-4df0-4473-b482-e93581a7f609,15bab4a0-f6e9-4022-b78e-3af70f9a7ed1,2026-04-12T04:49:39
409360e1-31dd-43cf-87ee-c16a2e454f7b,e3dbabff-d818-4c3d-a4bf-70364410fbde,2026-04-12T07:00:15
b5a71e77-bbb0-402d-b904-27ad7a054e19,ee5a6aaa-04bc-4835-8d07-6b638d68891c,2026-04-12T07:54:45
3e295671-1844-4dc4-b9c6-2657be181bc4,8a7789eb-b3cb-40a4-954f-42c19cc7a490,2026-04-12T08:02:19
c19fb94e-c676-4c0b-abd7-9039c4d54162,d84d2e01-e994-4ed4-b42c-aee6ebb676e5,2026-04-12T08:07:56
037aab6a-4425-43b2-92dd-32fc52bf4944,e959e9a7-afb5-457a-812b-6fd39d12164b,2026-04-12T08:42:22
e33a325a-d456-4e7b-9bdb-1c3542068048,69852682-30c2-460b-8d9c-f0ef050016d0,2026-04-12T08:46:28
3466fc6d-f835-4ea5-90ed-ee505a407cb7,881cc703-ed30-4d42-9914-420b5d1da34b,2026-04-12T10:38:09
5de02c5c-cf50-4cde-9e6e-ee093e8506c6,49afcf65-4281-4015-a86f-b356f129e10a,2026-04-12T12:23:14
c4d730c7-f43c-42ea-b3f4-7a32f5401a8f,08f3409e-b7a4-4cfe-9c49-7f923ab42434,2026-04-12T12:58:55
e3e6a712-e3d4-42bf-8e87-b0d2e3cf36c2,7a4bc178-406b-4e7a-92e1-3eb392bd0dac,2026-04-12T13:40:43
9989c4d4-9b14-4f95-8129-77be4524592e,75123381-0db0-49ba-a94c-b722086a08bd,2026-04-12T14:07:29
dcea676f-3068-4630-910b-bf457f16c97a,d84d2e01-e994-4ed4-b42c-aee6ebb676e5,2026-04-12T14:46:05
a4b3bd6e-e1eb-4a83-a3fe-fc592780b243,8f01d853-d30f-412d-9a25-282550a00bab,2026-04-12T15:37:36
e959e9a7-afb5-457a-812b-6fd39d12164b,02cf8b3b-1bde-458d-bd74-2460984c12fd,2026-04-12T16:06:28
7056818e-aa7a-4cf1-b04c-8c11678753d4,0ebe8b10-68f3-43ea-9a6c-6dd3d94efd79,2026-04-13T02:54:25
1ee3e7fb-572c-4f28-8f18-0ff16ea99221,03936286-c87f-4d71-9a61-dae568aee85a,2026-04-13T06:36:36
